time,band,flux,flux_err,zp,flags,zpsys
2458487.0278356,p48g,52.40847779450014,24.668317072970417,26.099708009999997,2050.0,ab
2458461.9959028,p48g,478.85257719431075,29.41687288211,25.613708499999998,2050.0,ab
2458467.9732292,p48g,214.92918988568448,27.283165421744606,24.666044,2050.0,ab
2458443.0168171,p48g,-12.378439412277144,25.539553325875634,25.8353585,2050.0,ab
2458442.0145833,p48g,-9.602896840686562,25.55037009136856,25.979205999999998,2.0,ab
2458468.9567361,p48g,734.9875660824347,25.398973935556157,26.205059499999997,2050.0,ab
2458464.9822569,p48g,794.5726306836066,21.35416108569324,26.119828000000002,2050.0,ab
2458451.0102083,p48g,33.9685572219479,49.706949331856826,26.1842085,0.0,ab
2458473.0295833,p48g,419.3636169370647,25.35502555992603,26.09570899,2050.0,ab
2458511.9318171,p48g,4.123592729724065,30.79548187431308,26.15750049,2.0,ab
2458438.9953125,p48g,-23.2246581015757,26.267868420948275,26.1325445,2.0,ab
2458461.9968171,p48g,457.3162803929056,29.198103172233964,25.59863599,2050.0,ab
2458444.0363079,p48g,31.11894687909988,24.328533159732757,26.14829801,2.0,ab
2458467.9647569,p48g,97.4979964620431,28.701084242616695,23.750175000000002,2048.0,ab
2458464.9831944,p48g,785.207097983875,21.457729547005364,26.127353999999997,2050.0,ab
2458502.9788426,p48g,22.673366652747085,65.23597811928549,26.06909049,0.0,ab
2458526.9264005,p48g,-14.98450887634678,30.02528953011189,25.600664509999998,2048.0,ab
2458440.9921644,p48g,8.812409149946662,25.821154577197298,25.830126500000002,2048.0,ab
2458538.7815046,p48g,27.806940963197555,40.1207126184539,24.94208,0.0,ab
2458470.0141667,p48g,684.3814950346821,22.65491369967177,26.209495999999998,2050.0,ab
2458451.0111458,p48g,40.70117555451766,49.49391713223763,26.182112,0.0,ab
2458444.0353125,p48g,-16.633359987928774,24.316205787097115,26.165103000000002,2.0,ab
2458440.9959028,p48g,-3.2832132246660084,25.997506129453352,25.509049,0.0,ab
2458491.951794,p48g,30.455122387549387,28.05984755123138,25.5257,2048.0,ab
2458441.0547454,p48r,43.58310731922185,39.75532808129318,26.18297699,2.0,ab
2458447.9877431,p48r,70.88511241605113,59.56593947183547,26.10427851,2.0,ab
2458455.9771412,p48r,368.1215435258312,35.13211744792261,26.07193,2050.0,ab
2458449.0348958,p48r,37.25084264820395,55.58315407606603,26.166728,2.0,ab
2458443.9696759,p48r,-29.423529425213196,59.47349506089099,26.176841,2.0,ab
2458503.0296759,p48r,100.99366117619692,60.568479381946105,26.04624999,2050.0,ab
2458441.057662,p48r,-75.58223952665885,45.16991515606348,26.180791499999998,2.0,ab
