time,band,flux,flux_err,zp,flags,zpsys
2458236.726169,p48g,4.576864321315526,65.11035136692621,25.895329,2.0,ab
2458232.6620718,p48g,29.626318057406422,54.63732140511628,25.791254000000002,2050.0,ab
2458235.715787,p48g,-35.73949589988763,58.01863301040071,25.9956475,2.0,ab
2458308.690706,p48g,143.91267556257088,30.315534651298375,25.678915,2050.0,ab
2458278.7010417,p48g,1489.8897472501544,26.04850897997102,25.88049101,2050.0,ab
2458276.7422569,p48g,1726.5947077296119,25.35673676108519,25.990503,2050.0,ab
2458234.6823264,p48g,15.76505884680841,58.22682202966895,25.86920749,2.0,ab
2458288.700787,p48g,993.4563900038897,34.26989564041354,25.907472,2050.0,ab
2458238.6559606,p48g,0.18337797168981496,64.8957293625898,25.9159405,0.0,ab
2458284.7208449,p48g,1298.8374135050651,28.53530919375396,25.870711,2050.0,ab
2458294.6825,p48g,662.1347337976465,56.71005469196431,25.971867,2050.0,ab
2458235.6850694,p48g,-0.24037604106219845,57.717382243273214,26.023999,2.0,ab
2458235.6841551,p48g,16.172084571994095,57.69304008739314,26.029801,2050.0,ab
2458244.6986806,p48g,11.069723425445206,24.711302433686072,25.959954,2.0,ab
2458305.6975926,p48g,168.37646606468707,29.29705512797142,25.549825,2050.0,ab
2458272.7029745,p48g,1386.2686000856083,26.029509419072784,25.960162,2050.0,ab
2458248.7008102,p48g,3.1185795692089293,23.63914630130348,26.031087,2050.0,ab
2458238.656875,p48g,-43.257479932701514,64.97640728916811,25.895808000000002,2050.0,ab
2458277.6984259,p48g,1583.213013553618,26.12023250000472,25.911812,2050.0,ab
2458279.702419,p48g,1639.2469701091145,26.204832177887607,25.971202,2050.0,ab
2458237.7184144,p48g,13.16126614400472,66.63504942099144,25.879718999999998,2.0,ab
2458248.6989815,p48g,12.661371609070201,23.398185959484405,26.024928,2050.0,ab
2458272.7038889,p48g,1407.6782659299258,26.00106243114371,25.958257,2050.0,ab
2458283.7562731,p48g,1434.6961337438286,28.521215434323526,25.930916,2050.0,ab
2458320.6710069,p48g,126.81376286364191,64.52928355577392,25.72446101,2050.0,ab
2458232.6630556,p48g,-28.709980405307505,56.24195952948557,25.686318999999997,2.0,ab
2458315.6722685,p48g,97.05115230305705,58.46560547828363,25.54744399,2050.0,ab
