time,band,flux,flux_err,zp,flags,zpsys
2458472.6480093,p48g,1683.397159435869,58.91006471471504,25.889982,2050.0,ab
2458471.5955556,p48g,1511.8843435091521,91.77880115623765,25.683747999999998,2050.0,ab
2458441.7587847,p48g,122.4960178326769,74.20680105506942,25.980891,2050.0,ab
2458437.7372801,p48g,-123.33923032627689,28.39312357240306,25.922104,2050.0,ab
2458468.7984375,p48g,1859.2507725507533,48.61784583134475,25.827312000000003,2050.0,ab
2458397.8592014,p48g,38.593819604906315,20.715305700848887,26.001716000000002,2050.0,ab
2458475.5942593,p48g,1799.929466962523,60.21602035680615,25.972416000000003,2050.0,ab
2458493.6827894,p48g,210.1917621353477,27.122707908947795,25.872960000000003,2050.0,ab
2458425.6948727,p48g,1.509955436108143,25.290920364705354,25.71229299,2050.0,ab
2458471.5946412,p48g,1426.5707521966556,84.09969860230508,25.779556499999998,2050.0,ab
2458503.6841782,p48g,82.64013080828131,76.18886747813836,25.908321,2050.0,ab
2458468.7640856,p48r,1955.536451058844,48.63696258494001,25.867856,2050.0,ab
2458503.6148032,p48r,446.46470561823435,55.78378460029101,25.870247,2050.0,ab
2458474.6595833,p48r,1894.833651301311,57.44694238746524,25.922594999999998,2050.0,ab
2458482.6868056,p48r,1055.3441611174717,35.025107087833575,25.6755335,2050.0,ab
2458464.7682986,p48r,1790.4336162073187,30.725518422967294,25.74093049,2050.0,ab
2458461.5892477,p48r,1873.5257821895846,27.754103748026974,25.932789,2050.0,ab
2458447.818912,p48r,-184.0031082106772,52.2540099257448,25.695262999999997,2050.0,ab
2458456.6822338,p48r,790.7215819322291,28.371513596102332,25.85248701,2050.0,ab
2458472.6088194,p48r,1984.8443568236803,50.63932713086915,25.9033165,2050.0,ab
2458468.765,p48r,2145.6461549680384,48.47344166675568,25.869749000000002,2050.0,ab
2458475.6451505,p48r,1724.7505306770347,53.2679754113006,25.922611500000002,2050.0,ab
2458471.6500347,p48r,1896.0171594018789,75.84144740259025,25.750984,2050.0,ab
2458474.658669,p48r,2056.2632762832977,57.66820319456097,25.908606499999998,2050.0,ab
