time,band,flux,flux_err,zp,zpsys
2458223.8187963,p48g,-0.28435685299828606,25.927104773459714,26.130883,ab
2458229.7796991,p48g,-6.80012869293258,28.82105163479385,26.204762,ab
2458229.7811111,p48g,-4.4411078327775275,28.79973378469529,26.206729,ab
2458229.8111574,p48g,13.467896960056422,26.307419204867532,26.215394,ab
2458230.8269907,p48g,18.995625046162658,32.82054803763938,25.98931001,ab
2458230.8416782,p48g,39.66120993977847,28.321554571915758,26.183897499999997,ab
2458230.8426968,p48g,-37.22762523499313,28.122499887729173,26.1856175,ab
2458230.8436111,p48g,-60.769328263899986,28.001798069195257,26.176837,ab
2458230.8725579,p48g,8.242503769950233,27.477007505269395,26.092920000000003,ab
2458232.6663657,p48g,25.55173422921306,61.94984646886938,25.758058,ab
2458232.6778125,p48g,-1.9856251929148243,58.10662302548781,25.839863010000002,ab
2458232.67875,p48g,-23.52299744525345,59.284372034784106,25.858566,ab
2458232.7581134,p48g,52.83977109848791,55.6289906915766,25.836116999999998,ab
2458233.7422685,p48g,17.683661519775974,54.41533243550445,26.191943000000002,ab
2458234.6977315,p48g,181.11520580188028,62.76515612583733,26.15499301,ab
2458234.7532292,p48g,37.33923924304896,75.86180626401227,25.833588,ab
2458235.8194907,p48g,89.1920921023307,68.20177723674655,26.097746,ab
2458236.6755324,p48g,149.3562210846798,79.53691212048992,26.0962605,ab
2458236.6930903,p48g,159.74928228766092,79.56450567460617,26.070868,ab
2458236.7177199,p48g,178.4255185709766,76.7393924108652,26.014616999999998,ab
2458236.7413426,p48g,207.4720384460895,77.25532183200174,26.034225000000003,ab
2458236.8216667,p48g,60.610193595832214,78.18621351307227,25.953399010000002,ab
2458236.8234954,p48g,222.47478715036473,78.44502719994254,25.98299599,ab
2458236.8429051,p48g,15.734491875253326,79.70377491948726,25.97115102,ab
2458237.6734144,p48g,124.43623356461946,83.5459205835207,26.139379,ab
2458237.6752662,p48g,172.5942982640458,83.3149943685331,26.1257135,ab
2458237.7272685,p48g,214.5649225901359,79.53724575157702,26.05074901,ab
2458237.7411806,p48g,288.9950348872503,79.83194306130103,26.03748799,ab
2458238.6777431,p48g,223.3590739548206,83.99606697976779,26.090448990000002,ab
2458238.6801736,p48g,102.31242416415571,84.04096577043532,26.02464199,ab
2458242.7183333,p48g,400.6279505259579,25.832980532938205,26.195394,ab
2458242.7470486,p48g,377.42685087511063,26.508433548536843,26.201691500000003,ab
2458242.7479861,p48g,426.7781511910589,26.554580591460162,26.194983999999998,ab
2458242.748912,p48g,336.10037034002966,26.90339919332626,26.182339,ab
2458243.7188889,p48g,396.02232834580724,25.902872408907534,26.179468500000002,ab
2458243.7198032,p48g,435.9665735129805,25.701554222378807,26.181985,ab
2458243.7446875,p48g,418.37610906406996,25.513218195951502,26.186605500000002,ab
2458243.7627894,p48g,395.7083239626875,25.630593477911198,26.1985235,ab
2458244.7015046,p48g,432.3236662835827,28.16822102720281,26.099646,ab
2458244.7210532,p48g,446.41006338684053,26.738135163368327,26.192905000000003,ab
2458244.7219676,p48g,427.7510426048433,26.663978469178286,26.185232,ab
2458244.7464352,p48g,378.4186511523513,29.07947546750061,25.906282,ab
2458245.7894907,p48g,204.84794108036925,27.140530465499214,25.32000299,ab
2458246.7989931,p48g,373.51058758953275,25.20810721381522,26.037064,ab
2458246.8009028,p48g,428.1072673673926,25.220644815341412,26.085860999999998,ab
2458246.8323958,p48g,403.12047605263604,25.4703383029265,26.015641000000002,ab
2458247.704375,p48g,498.7598681661394,24.553333333472928,26.171571,ab
2458247.800625,p48g,442.22236139249287,23.041579152210062,26.096784,ab
2458247.8020718,p48g,432.141023686067,23.05904440906063,26.114151500000002,ab
2458247.8326852,p48g,438.9924289261136,23.666123186979643,26.095035999999997,ab
2458248.6824306,p48g,476.80016061399135,26.3783197546786,26.209670000000003,ab
2458248.6906019,p48g,458.983551437597,26.089357355156185,26.20233,ab
2458248.7219792,p48g,423.8769587243886,25.146889043578422,26.12494299,ab
2458248.7228819,p48g,465.04287998267324,25.43301672385829,26.14126501,ab
2458248.7237963,p48g,469.3464370764667,24.918362971048484,26.096877000000003,ab
2458249.6783681,p48g,57.166524959904564,32.924379412728676,24.106457,ab
2458249.6959144,p48g,398.5268879115867,24.332948863962883,26.003206510000002,ab
2458255.6796528,p48g,281.19565402778824,26.615837173554862,26.1887725,ab
2458255.707037,p48g,329.6105095070385,26.21065928080016,26.121838999999998,ab
2458255.7079514,p48g,274.41988506916664,26.334637146317153,26.131791,ab
2458255.7280093,p48g,277.7665335621856,26.01887349371449,26.1581725,ab
2458258.6827662,p48g,194.24603308781306,29.145890855602385,26.162066,ab
2458259.6822801,p48g,93.84018664225763,51.84225802165626,24.6149895,ab
2458262.7271875,p48g,264.3142167642635,71.97767945945229,26.765951,ab
2458267.6961458,p48g,51.41717972495858,75.80234227434752,26.0894505,ab
2458267.7284375,p48g,85.44674933218423,77.27517611807077,26.120912,ab
2458269.7476968,p48g,155.89415141474456,59.11243259291934,26.05180699,ab
2458269.757037,p48g,116.805985332746,65.16310742303459,26.056131999999998,ab
2458269.7601157,p48g,57.72695641492781,68.58099439531166,25.888880999999998,ab
2458270.7454514,p48g,77.68435602741287,49.24976243711551,25.993768,ab
2458272.6991667,p48g,89.76742139806376,27.0839190856157,26.097035,ab
2458272.7239236,p48g,86.81304324219295,26.510174238686332,26.0773245,ab
2458272.724838,p48g,53.369888931250806,26.665515101639564,26.08512399,ab
2458272.7351852,p48g,32.89527641136625,27.32749088275949,26.109347,ab
2458273.7465741,p48g,48.9585717395411,26.51217589146355,26.134707000000002,ab
2458273.7580787,p48g,42.744426410338775,26.527139597611114,26.1448145,ab
2458276.7432523,p48g,-0.8840117628161721,25.687325534411524,26.1919215,ab
2458278.7043287,p48g,34.45096647658041,26.215348915613937,26.01279201,ab
2458278.7170602,p48g,18.381988538111464,26.186788392887603,26.07798901,ab
2458278.8434838,p48g,40.386116447058384,29.69185069140638,26.069381000000003,ab
2458279.7232639,p48g,21.80882288355852,26.453837690706425,26.170928,ab
2458281.7896412,p48g,-5.610445806181767,27.229156289143916,26.08707649,ab
2458282.7628704,p48g,41.65581222141353,25.990416407952726,26.073926,ab
2458288.7031366,p48g,47.3062998115284,33.37947555985936,26.06242701,ab
2458294.6815046,p48g,58.510358592892906,57.23362434342295,26.143442999999998,ab
2458295.6825463,p48g,-16.198001269217045,59.26058417921218,26.0553155,ab
2458295.6993634,p48g,25.389022653181144,58.286530707042964,26.033949,ab
2458295.7258912,p48g,70.74454541699794,60.30154149441011,26.01781101,ab
2458296.6788426,p48g,-87.70762549979982,65.38506638346527,25.98999499,ab
2458299.6770023,p48g,-14.613655957996222,41.82864649560315,26.172473,ab
2458299.7081134,p48g,19.06264710989039,49.15656660554875,26.108134500000002,ab
2458299.7287384,p48g,34.272530615950956,56.004991565194246,26.08369,ab
2458300.6976968,p48g,13.854788640872227,26.975043081798223,26.126839,ab
2458303.7043866,p48g,9.788827699961214,26.65914384104884,26.091303,ab
2458306.7236806,p48g,21.13198322811327,25.63159943670964,25.9145665,ab
2458308.6922685,p48g,36.4119974562975,29.284638136758314,25.275226,ab
2458308.7105671,p48g,42.16987283850794,27.49025038977978,26.0231365,ab
2458313.7384954,p48g,55.569826296801416,30.359579510713782,25.825433,ab
2458325.6877662,p48g,-57.04123635024164,73.54580473545913,25.8779815,ab
2458218.7459606,p48r,31.11451820774019,33.6351694831874,26.1329635,ab
2458218.7521065,p48r,45.88822854633857,33.065391555269215,26.13890701,ab
2458218.784294,p48r,34.842852877343105,33.191236564563376,26.078161509999997,ab
2458218.7852315,p48r,-10.649420479346537,34.14924600452012,26.050242,ab
2458218.8097569,p48r,-46.56124183051065,31.735423160163162,26.10653799,ab
2458218.8106713,p48r,-0.8949870039455039,31.848334206172048,26.106585,ab
2458218.8534954,p48r,-29.2157831466777,32.07969685814105,26.077947010000003,ab
2458218.8568519,p48r,-47.950060474343914,32.21773505809517,26.089326999999997,ab
2458218.8804282,p48r,-36.283520784953055,32.26707703135975,26.086514,ab
2458219.7373032,p48r,-69.12639927350153,40.44483100888469,25.890891,ab
2458219.7382755,p48r,-19.570304320848386,41.07042439543617,25.832747,ab
2458219.7683912,p48r,-21.623400213887866,32.88155127697937,26.060619,ab
2458219.7745139,p48r,-12.098902705283637,31.839970370402973,26.120074,ab
2458219.7958218,p48r,44.92408014380576,47.38691776818875,25.295653,ab
2458219.7967361,p48r,54.35176475004567,45.412301000125524,25.392292,ab
2458222.8301505,p48r,-52.64486625242358,32.13047817058972,26.014126,ab
2458222.8562963,p48r,-27.64973801871389,32.54357196153605,26.061381,ab
2458224.7166551,p48r,-28.63529846009104,44.58255459781449,25.0305945,ab
2458224.7403125,p48r,-2.808860770299451,36.99916624224281,25.847654000000002,ab
2458224.7566898,p48r,-1.614225416188372,37.64490033572989,25.7659325,ab
2458224.7581366,p48r,11.962951285893087,37.45527136905061,25.7600455,ab
2458224.7695023,p48r,27.932507617008635,32.12773019824094,26.014571009999997,ab
2458224.7736921,p48r,18.81885066463505,32.03739637597173,26.0169575,ab
2458224.795081,p48r,30.353045965525475,35.150680440263386,25.852678,ab
2458224.8316319,p48r,-42.55761397532444,41.83642697137683,25.03838249,ab
2458226.7701157,p48r,-91.22029886045308,32.773994403704215,26.10148199,ab
2458226.7855556,p48r,-38.46544904069416,33.02191668523624,26.1247345,ab
2458226.7864699,p48r,-35.87069907665159,32.93760728842495,26.1268065,ab
2458226.805162,p48r,-13.269680524903915,33.328397512617414,26.14543751,ab
2458226.8319907,p48r,-40.26072514328339,32.557172259571914,26.132744000000002,ab
2458227.7657986,p48r,-69.11219843013917,35.093104120259305,25.73838849,ab
2458227.7783102,p48r,-9.286849047381528,32.81861640955758,25.951262999999997,ab
2458227.7792245,p48r,-22.21138716694783,32.532130373877095,25.946682,ab
2458227.7801505,p48r,-37.95129491390218,32.16217525916762,25.9791905,ab
2458230.7480903,p48r,-1.3860196262126738,39.06280396351613,26.190483,ab
2458230.7583333,p48r,14.633984083092852,37.811357977730985,26.176071,ab
2458230.7592477,p48r,19.38260577865939,37.744851553494605,26.16497649,ab
2458230.760162,p48r,-41.705085962829926,38.13744131238961,26.173237009999998,ab
2458231.781875,p48r,-7.633664483590561,40.07641419583483,26.114278,ab
2458231.8186806,p48r,34.906085253139445,39.74326936067295,26.124556,ab
2458231.8195949,p48r,-42.476788302674,39.796978146391595,26.10848799,ab
2458232.7357176,p48r,-19.559375273333025,87.73375612962526,25.18073799,ab
2458233.6809722,p48r,58.10207107423078,57.99200181432094,26.195164000000002,ab
2458233.7013079,p48r,20.554959142174116,57.482776739948726,26.191761,ab
2458233.7027315,p48r,13.130832330280167,57.61308386437864,26.200287,ab
2458233.7037269,p48r,156.00122178353908,56.795452055802826,26.195899,ab
2458242.7653125,p48r,318.58296343293,36.48871923011472,26.17952,ab
2458242.7833796,p48r,358.5361079967804,40.106562314062,26.17879,ab
2458242.784294,p48r,316.3610401526031,39.62143844799801,26.176309,ab
2458242.7852083,p48r,295.9614386537024,40.067558842254144,26.173323999999997,ab
2458242.7940278,p48r,359.77691777515736,40.870764478250955,26.166533,ab
2458243.6760995,p48r,356.5469489145521,34.119048973279455,26.1693595,ab
2458243.6770718,p48r,358.8610963213579,33.946590438024415,26.168943,ab
2458243.7753356,p48r,387.3069600849845,33.55224567068682,26.172827,ab
2458243.8069329,p48r,307.01465938197276,38.109623621995354,26.118133,ab
2458244.6761458,p48r,367.6253694060884,34.99122513187348,26.160338999999997,ab
2458244.6770833,p48r,370.807084080398,34.86325850496165,26.153229999999997,ab
2458244.797037,p48r,132.12772792853767,50.223109544970626,25.15258701,ab
2458244.8164583,p48r,371.91426586715204,34.48465641184054,26.092555,ab
2458245.67625,p48r,299.9048923958277,37.84092805278973,26.01406,ab
2458245.7017593,p48r,110.80272672826914,45.51286217254641,24.93205299,ab
2458247.7290162,p48r,360.978046126647,29.524796472984743,26.1161045,ab
2458247.7423495,p48r,398.35935399778845,29.643855474988488,26.14745701,ab
2458254.6826736,p48r,397.41751748247873,33.00184634819738,26.184574,ab
2458254.7020486,p48r,413.84502083388475,31.615449923524146,26.165593,ab
2458254.7029861,p48r,382.49519333602984,31.643933502696555,26.162855,ab
2458254.7048495,p48r,354.9260243365469,31.56730807470278,26.157726,ab
2458255.7908565,p48r,353.20668735026106,31.639757392992113,26.105737490000003,ab
2458256.7702778,p48r,318.6433696938776,29.189530186456608,26.12432401,ab
2458257.7172106,p48r,326.8083471323182,31.611378251433763,26.11708901,ab
2458257.7429051,p48r,312.2931601185454,30.947201259059202,26.042004,ab
2458257.763206,p48r,307.2754905903541,30.34465537784225,26.072316490000002,ab
2458257.7641204,p48r,296.00291925605154,30.194900738428483,26.04258699,ab
2458257.7650347,p48r,342.977055017543,30.199225683061925,26.092255,ab
2458257.7820949,p48r,246.9724228944702,29.54823458689738,26.068689,ab
2458257.7830093,p48r,311.1595936698381,29.544823195458953,26.0850095,ab
2458257.7839236,p48r,265.4147254845002,29.733539972947867,26.071318,ab
2458257.8109259,p48r,227.2720850480144,28.651331094812196,26.027846,ab
2458258.7005903,p48r,290.2215829433012,32.85939299859158,26.09809,ab
2458260.6787153,p48r,246.32931407823753,39.97549104945633,26.121983,ab
2458260.7040972,p48r,237.3178305181684,39.74440823757995,26.08867001,ab
2458260.7050116,p48r,270.56925356963933,39.751030010308426,26.104754500000002,ab
2458260.7059259,p48r,203.25228536883586,39.866069722942854,26.10586999,ab
2458266.7473958,p48r,161.40895556586096,63.31065799512698,26.128967499999998,ab
2458266.7609954,p48r,150.60620500703692,64.0406040264334,26.09974,ab
2458266.7693981,p48r,137.5349717520986,64.96862654404818,26.131822,ab
2458266.7747569,p48r,248.30621402130754,64.83592671435134,26.00315199,ab
2458267.7864699,p48r,314.1306196421782,71.5361184347615,26.073141999999997,ab
2458267.8021528,p48r,140.21952171239465,71.75360299750784,26.139595999999997,ab
2458267.8205671,p48r,199.8232433380176,72.7968558482321,26.124122500000002,ab
2458269.6956829,p48r,77.53980084441233,44.527522070063945,26.108622,ab
2458270.8074769,p48r,208.7191563143914,54.77764332546056,26.160076,ab
2458270.8260069,p48r,217.4015711653313,57.00525454870757,26.122525000000003,ab
2458271.6761458,p48r,105.03259933661539,35.271655269227296,26.122025500000003,ab
2458272.6764699,p48r,149.982454150094,35.34898116317548,26.1633695,ab
2458272.6773843,p48r,99.15322400004268,34.96021053689496,26.16402,ab
2458272.7907292,p48r,100.97205749259557,44.20489187932683,26.14344501,ab
2458273.8279167,p48r,165.27622240627005,43.61203812192482,26.164528,ab
2458276.7075231,p48r,123.86626152103817,31.48614389357374,26.20194901,ab
2458278.7484028,p48r,133.35647254217133,33.96169702143337,26.136864489999997,ab
2458278.7568866,p48r,107.9686776327828,33.55727828493949,26.158934499999997,ab
2458278.7902431,p48r,112.06828324436451,34.443208001946886,26.137439,ab
2458279.6766782,p48r,123.60668983521778,33.917935123422716,26.139352000000002,ab
2458281.7047685,p48r,101.40078866532812,31.762162485344714,26.147127,ab
2458281.7263194,p48r,77.82091879229502,32.227022587831534,26.143284,ab
2458281.8215046,p48r,18.839772536955707,36.57103252149541,26.14709,ab
2458282.7059259,p48r,87.7194966719154,31.815503190729657,26.144921,ab
2458285.6817593,p48r,35.635861401264535,55.59215001440201,24.5626205,ab
2458288.7424074,p48r,31.93543529038736,38.572004033681736,26.173992000000002,ab
2458291.7414468,p48r,47.089090513589305,47.11652414089018,26.1257485,ab
2458294.7395139,p48r,41.32577630938741,53.47549620120185,26.161279,ab
2458295.7422685,p48r,31.188003724153575,55.2459825944642,26.156095,ab
2458295.7600463,p48r,-3.0145934095388807,56.187236044652494,26.157052,ab
2458295.7767245,p48r,112.07647734833843,57.919835457622945,26.140109,ab
2458296.7408218,p48r,67.35320348599544,57.85088615939445,26.177477,ab
2458296.7759954,p48r,46.4056787807706,62.3843308859138,26.15403999,ab
2458297.7569213,p48r,21.778821666168252,69.4757725221296,26.1494135,ab
2458300.6822917,p48r,5.252737103105501,35.273238812575386,26.160183500000002,ab
2458319.712338,p48r,0.09974020201475753,48.3454788315662,26.06435699,ab
