time,band,flux,flux_err,zp,flags,zpsys
2458248.7140625,p48g,301.962849145569,24.100254895023593,26.128988999999997,2050.0,ab
2458205.8041435,p48g,159.38185978412235,61.07685728396984,26.1012525,2050.0,ab
2458235.8164815,p48g,682.1915111374929,75.50102535670365,26.03275149,2050.0,ab
2458235.7518981,p48g,805.5510336639172,72.9159079161175,26.088424,2.0,ab
2458286.7226273,p48g,97.56007054754575,21.743324736251665,26.098252,2.0,ab
2458301.7784954,p48g,42.31365120813022,49.7437044464308,26.046988,2.0,ab
2458278.710625,p48g,110.46932162412753,24.183068691211314,26.034392,2050.0,ab
2458283.7473958,p48g,91.48912779581224,24.661424170230248,26.134578,2.0,ab
2458281.7333449,p48g,75.96695154155236,23.99071961340236,26.1704135,2050.0,ab
2458276.7364699,p48g,81.47863330704884,23.131074969293696,26.182723,2050.0,ab
2458280.7349769,p48g,102.5128078171955,23.532624207833976,26.130816000000003,2.0,ab
2458292.7292593,p48g,96.63009349754456,54.36139967460407,26.084292490000003,2050.0,ab
2458274.7540509,p48g,128.36011977332365,21.064372295527814,26.167161,2050.0,ab
2458289.693125,p48g,51.506234600286135,39.09124884392403,26.0712655,2050.0,ab
2458279.716713,p48g,137.50082323442453,23.812592697204284,26.156160999999997,2.0,ab
2458262.7661343,p48g,129.70427109500784,56.51977328664779,26.07157801,2050.0,ab
2458208.8394676,p48g,447.35277998296334,134.0239806757328,25.960787,0.0,ab
2458280.7366551,p48g,104.03863617201498,23.58778073489605,26.1565805,2050.0,ab
2458232.7533565,p48g,785.9656577231907,54.48546985102291,25.789271000000003,2050.0,ab
2458284.7330903,p48g,88.34281526823712,24.876619772016287,26.090033000000002,2050.0,ab
2458258.7771991,p48g,139.37198192781716,22.883437782739936,26.0661545,2050.0,ab
2458283.7484259,p48g,121.71895036216105,24.638040399141055,26.15959301,2050.0,ab
2458273.7402894,p48g,74.32308796739107,23.475623226637296,26.142302,2050.0,ab
2458295.6944213,p48g,48.82467178087762,59.65188069055022,26.06178199,2.0,ab
2458205.8461343,p48g,102.92159052856024,75.56305598052445,25.670633,0.0,ab
2458235.7438657,p48g,827.3037460443438,73.61074559757223,26.06712699,2050.0,ab
2458272.7298611,p48g,69.08108356228945,24.120227865168815,26.099065,2050.0,ab
2458235.7425,p48g,910.6655669255817,73.85848746004463,26.081182000000002,2050.0,ab
2458267.7082639,p48g,178.7609289034393,84.27806486836023,26.009778500000003,2.0,ab
2458262.7651852,p48g,139.92162625272542,56.89490763916888,26.0791315,2.0,ab
2458274.7555787,p48g,81.0119746246447,20.90226692619901,26.17036501,2.0,ab
2458229.7934144,p48g,1381.4050905995168,25.497370722307608,26.1886585,2050.0,ab
2458277.7183449,p48g,43.3322746275971,24.736873209373282,26.073171000000002,2050.0,ab
2458242.732662,p48g,520.6857643762255,23.6912637499565,26.1884805,2050.0,ab
2458258.8122454,p48g,101.02554116769886,20.147591190070212,25.97234501,2.0,ab
2458205.8417245,p48g,171.29896796930782,62.94907019609683,25.96224549,2.0,ab
2458202.8540972,p48g,-47.7459707628904,32.41147094837594,26.0474795,2.0,ab
2458282.7556019,p48g,67.82125500908299,23.709451105222918,26.07832601,2050.0,ab
2458229.7943287,p48g,1306.0612350123001,25.51027535900841,26.159891000000002,2050.0,ab
2458273.7543403,p48g,64.76721094554301,23.703649224061934,26.14197201,2.0,ab
2458279.7157407,p48g,61.303974842566966,23.728948652717268,26.15510599,2.0,ab
2458232.7538194,p48g,862.7536863238885,51.33401126327391,25.823552,2050.0,ab
2458235.8159722,p48g,687.623570878293,72.10299107981399,26.065118,2050.0,ab
2458288.7159259,p48g,97.5225417475968,31.602374502218705,26.12719399,2050.0,ab
2458235.7461574,p48g,724.3742007189268,72.0612807534623,26.092375,2050.0,ab
2458300.7272801,p48g,27.47143272603939,41.020013094976946,26.072614,2.0,ab
2458237.7964005,p48g,647.6144716812894,109.50191475766658,25.88516601,2.0,ab
2458294.6747222,p48g,171.87252253149938,64.79145836290675,26.165007,2.0,ab
2458276.7360069,p48g,96.14846071889416,22.87033388668674,26.196593,2050.0,ab
2458303.698287,p48g,61.97749863119755,24.14660622511042,26.118341,2050.0,ab
2458267.7087731,p48g,60.16314071086179,83.0746327512164,26.013434,2050.0,ab
2458255.7135417,p48g,179.60298089863443,24.1539271860786,26.226183,2050.0,ab
2458255.7324306,p48r,589.9768980436958,31.303180820834577,26.20591099,2050.0,ab
2458282.7168171,p48r,112.89910152813545,29.883872437927177,26.128635999999997,2.0,ab
2458278.7347685,p48r,244.62572315453275,30.56408184573916,26.1251985,2050.0,ab
2458283.713125,p48r,292.7609627256142,31.330115502651218,26.173295009999997,2050.0,ab
2458279.7388657,p48r,203.88937640600756,30.68683262601168,26.12545601,2.0,ab
2458276.6962384,p48r,236.96593759417783,29.919472838392533,26.1777515,2050.0,ab
2458284.7063194,p48r,202.42628745880683,32.30020955730777,26.1034075,2050.0,ab
2458301.6760764,p48r,203.64388249826538,38.966182538931555,26.09878901,2.0,ab
2458226.8134954,p48r,1277.032475019732,31.479650805103404,26.09048399,2050.0,ab
2458217.821875,p48r,928.9776915924558,35.28030559069198,25.850519,2050.0,ab
2458271.6893287,p48r,245.3441954387774,32.02129185261848,26.02098051,2050.0,ab
2458286.781412,p48r,229.4811571976822,26.509897135397722,26.05922949,2050.0,ab
2458298.7552431,p48r,135.9037172627556,56.993424869496344,26.1067965,2.0,ab
2458274.6928819,p48r,220.32148032159034,29.49245137343615,26.150330999999998,2050.0,ab
2458283.7121991,p48r,173.70317952301536,31.22230579678243,26.164097,2050.0,ab
2458280.7070023,p48r,262.0758004346109,29.7463812372058,26.122601000000003,2050.0,ab
2458226.743125,p48r,1319.6684323812256,33.650914746650436,26.134266,2050.0,ab
2458226.7722801,p48r,1335.8773466340544,31.84764763912996,26.089734500000002,2050.0,ab
2458242.7725347,p48r,764.4035900763382,36.59136489961956,26.15233599,2050.0,ab
2458277.7563079,p48r,232.48726799243107,31.503514897835093,26.08991201,2050.0,ab
2458277.7629977,p48r,243.69687171238317,31.838515386152913,26.114407,2050.0,ab
2458274.6937963,p48r,287.75838532952554,29.710481227945802,26.16385851,2050.0,ab
2458289.7175347,p48r,154.17318176911218,41.88757376282922,26.053879,2.0,ab
2458267.8191435,p48r,295.30441203781413,142.78718534854352,25.687378499999998,2.0,ab
2458222.7618056,p48r,1195.2750858572306,31.829632559491074,26.00312851,2050.0,ab
2458224.7364583,p48r,1180.4269059200612,33.99193086717364,25.950533989999997,2050.0,ab
2458272.6680787,p48r,306.69538837085224,39.21024241305161,26.161958000000002,2050.0,ab
2458217.7844213,p48r,718.8777829819883,40.27973382400838,25.565496,2050.0,ab
2458218.7559606,p48r,1167.9235241761025,32.26230165832629,26.07452451,2050.0,ab
2458232.7310185,p48r,397.89882330227704,81.02444713499962,25.203843499999998,2050.0,ab
2458271.6902431,p48r,248.53759306840325,31.456628164840684,26.01630001,2050.0,ab
2458280.7060532,p48r,138.70692232242544,29.444955781436594,26.095607,2050.0,ab
2458291.7386574,p48r,86.0910329969643,51.66690368468472,26.073553500000003,2050.0,ab
2458232.7494792,p48r,413.3234892097943,74.20198429629075,25.302816,2050.0,ab
2458270.8018056,p48r,357.38638828796337,49.95915801579762,26.086015,2050.0,ab
2458222.8183912,p48r,1183.182200708135,29.910521914499757,25.962204,2050.0,ab
2458226.7435995,p48r,1366.1942878915986,34.62319111416661,26.141631,2050.0,ab
2458267.8106829,p48r,227.0151938106519,75.66162215153152,26.086517999999998,2050.0,ab
2458294.7520486,p48r,288.375649486184,55.25985858830627,26.119057,2050.0,ab
2458217.8444676,p48r,710.0995383098858,39.274390592894505,25.42107449,2050.0,ab
2458218.8290278,p48r,1060.497714844821,30.79852245530294,25.998006,2050.0,ab
2458271.6911574,p48r,284.570185863391,31.195741331979278,26.05093651,2050.0,ab
2458300.6783681,p48r,110.88911581290566,34.75046810893976,26.08327751,2050.0,ab
2458282.7163426,p48r,201.81819267976124,28.99635972770209,26.10859399,2050.0,ab
2458272.6685417,p48r,221.53980992733204,37.33634155782969,26.122523,2050.0,ab
2458276.6947222,p48r,225.69032536289234,29.661043762590925,26.15562249,2050.0,ab
2458288.7361574,p48r,153.014520312848,35.37026786217915,26.07588801,2.0,ab
2458267.8097338,p48r,279.4906522814375,76.6786450629335,26.0950235,2050.0,ab
2458229.860706,p48r,1240.1027210357338,29.096329674483844,26.11201651,2050.0,ab
2458297.7681944,p48r,27.84786732936894,67.36704116428099,26.0557875,2.0,ab
2458226.8153935,p48r,1245.8796431968226,30.351060450442098,26.06105151,2050.0,ab
2458226.7727546,p48r,1177.3968812845415,31.34466069223875,26.010621999999998,2050.0,ab
2458217.8228356,p48r,1039.60359532061,31.42627548374009,25.961692,2050.0,ab
2458279.7384028,p48r,222.1515054603003,29.22145182844053,26.03635,2.0,ab
2458247.6542708,p48i,296.7953573084603,40.668267554349185,25.6149125,2050.0,ab
2458243.8395718,p48i,207.49842260719868,37.07430264655197,25.631095,2050.0,ab
2458278.6708565,p48i,95.20558187632454,40.89873156263906,25.637106000000003,2050.0,ab
2458227.88,p48i,374.89654876724745,30.847676959457555,25.54294201,2050.0,ab
2458292.6771759,p48i,22.300726149967225,46.03947898622755,25.6293175,2.0,ab
2458272.8400463,p48i,115.29623960266119,42.02941726059414,25.574648,2050.0,ab
2458232.8180324,p48i,325.03000527206035,35.74513292225383,25.608793000000002,2050.0,ab
2458266.7121759,p48i,107.37142436619428,61.09317675515783,25.53323601,2.0,ab
2458272.8391088,p48i,56.07637143734152,40.84937726369159,25.540955,2.0,ab
2458267.7340162,p48i,177.54099902531533,56.498793364525525,25.526573,2.0,ab
2458299.7991782,p48i,66.88202752932389,49.1532642787659,25.47398249,2050.0,ab
2458292.6739236,p48i,110.52193757454496,51.28334746905793,25.600179999999998,2.0,ab
2458232.8165972,p48i,324.3125964010934,35.12185880162582,25.529715,2.0,ab
2458277.6683912,p48i,56.65898393950886,40.734710254989544,25.553124999999998,2.0,ab
2458281.6852199,p48i,137.4651357431671,31.589246327943894,25.5736295,2.0,ab
2458261.6695602,p48i,110.0702428371816,46.468690871230876,25.48285849,2050.0,ab
2458288.6868866,p48i,107.53168393809753,34.77407590875872,25.492553009999998,2.0,ab
2458261.7108912,p48i,166.60033807794926,44.12532894739735,25.4768485,2050.0,ab
